technology,analysis_group,condition,radius_um,total_cells,n_cells_observed,n_cells_zero,pct_cells_observed,pct_zero_of_observed,mean_intersections,sem_intersections,majority_observed,majority_zero_observed
DREADD,Group III (Effector only),None_CNO,270.0,12,3,0,0.25,0.0,1.6666666666666667,0.3333333333333333,False,False
DREADD,Group III (Effector only),None_CNO,275.0,12,2,0,0.16666666666666666,0.0,1.5,0.5,False,False
DREADD,Group III (Effector only),None_CNO,280.0,12,2,0,0.16666666666666666,0.0,1.5,0.5,False,False
DREADD,Group III (Effector only),None_CNO,285.0,12,2,0,0.16666666666666666,0.0,1.5,0.5,False,False
DREADD,Group III (Effector only),None_CNO,290.0,12,2,0,0.16666666666666666,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,295.0,12,2,0,0.16666666666666666,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,300.0,12,2,0,0.16666666666666666,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,305.0,12,2,0,0.16666666666666666,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,310.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,315.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,320.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,325.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,330.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,335.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,340.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,345.0,12,1,0,0.08333333333333333,0.0,3.0,0.0,False,False
DREADD,Group III (Effector only),None_CNO,350.0,12,1,0,0.08333333333333333,0.0,3.0,0.0,False,False
EYFP,Group I (Activation),EYFP_Control_Media,10.0,12,8,0,0.6666666666666666,0.0,2.125,0.35038244411336755,True,False
EYFP,Group I (Activation),EYFP_Control_Media,15.0,12,11,0,0.9166666666666666,0.0,4.363636363636363,0.6911482839544805,True,False
EYFP,Group I (Activation),EYFP_Control_Media,20.0,12,11,0,0.9166666666666666,0.0,5.545454545454546,0.790438731610333,True,False
EYFP,Group I (Activation),EYFP_Control_Media,25.0,12,11,0,0.9166666666666666,0.0,5.909090909090909,0.7192741979946357,True,False
EYFP,Group I (Activation),EYFP_Control_Media,30.0,12,11,0,0.9166666666666666,0.0,6.090909090909091,0.7065221537354708,True,False
EYFP,Group I (Activation),EYFP_Control_Media,35.0,12,11,0,0.9166666666666666,0.0,6.2727272727272725,0.6479465338620167,True,False
EYFP,Group I (Activation),EYFP_Control_Media,40.0,12,11,0,0.9166666666666666,0.0,6.545454545454546,0.7306738653603679,True,False
EYFP,Group I (Activation),EYFP_Control_Media,45.0,12,11,0,0.9166666666666666,0.0,6.818181818181818,0.6717437527967696,True,False
EYFP,Group I (Activation),EYFP_Control_Media,50.0,12,11,0,0.9166666666666666,0.0,6.909090909090909,0.6668043934869908,True,False
EYFP,Group I (Activation),EYFP_Control_Media,55.0,12,11,0,0.9166666666666666,0.0,7.2727272727272725,0.7638527831854547,True,False
EYFP,Group I (Activation),EYFP_Control_Media,60.0,12,11,0,0.9166666666666666,0.0,7.545454545454546,0.7670917494446905,True,False
EYFP,Group I (Activation),EYFP_Control_Media,65.0,12,11,0,0.9166666666666666,0.0,7.909090909090909,0.9090909090909091,True,False
EYFP,Group I (Activation),EYFP_Control_Media,70.0,12,11,0,0.9166666666666666,0.0,8.090909090909092,0.8785788675163323,True,False
EYFP,Group I (Activation),EYFP_Control_Media,75.0,12,11,0,0.9166666666666666,0.0,7.818181818181818,0.8614805629441552,True,False
EYFP,Group I (Activation),EYFP_Control_Media,80.0,12,11,0,0.9166666666666666,0.0,7.909090909090909,0.8361659845503214,True,False
EYFP,Group I (Activation),EYFP_Control_Media,85.0,12,11,0,0.9166666666666666,0.0,7.545454545454546,0.824220142301319,True,False
EYFP,Group I (Activation),EYFP_Control_Media,90.0,12,11,0,0.9166666666666666,0.0,7.545454545454546,0.9663768920667863,True,False
EYFP,Group I (Activation),EYFP_Control_Media,95.0,12,11,0,0.9166666666666666,0.0,7.454545454545454,0.8018573480436344,True,False
EYFP,Group I (Activation),EYFP_Control_Media,100.0,12,11,0,0.9166666666666666,0.0,7.454545454545454,0.8018573480436344,True,False
EYFP,Group I (Activation),EYFP_Control_Media,105.0,12,11,0,0.9166666666666666,0.0,7.181818181818182,0.6717437527967697,True,False
EYFP,Group I (Activation),EYFP_Control_Media,110.0,12,11,0,0.9166666666666666,0.0,7.181818181818182,0.818181818181818,True,False
EYFP,Group I (Activation),EYFP_Control_Media,115.0,12,11,0,0.9166666666666666,0.0,7.2727272727272725,0.8537714095908289,True,False
EYFP,Group I (Activation),EYFP_Control_Media,120.0,12,11,0,0.9166666666666666,0.0,7.0,0.8633970960424556,True,False
EYFP,Group I (Activation),EYFP_Control_Media,125.0,12,11,0,0.9166666666666666,0.0,6.7272727272727275,0.8430562268632458,True,False
EYFP,Group I (Activation),EYFP_Control_Media,130.0,12,11,0,0.9166666666666666,0.0,6.545454545454546,0.7181242784775089,True,False
EYFP,Group I (Activation),EYFP_Control_Media,135.0,12,11,0,0.9166666666666666,0.0,6.181818181818182,0.6580713116674131,True,False
EYFP,Group I (Activation),EYFP_Control_Media,140.0,12,11,0,0.9166666666666666,0.0,6.181818181818182,0.6298366572977736,True,False
EYFP,Group I (Activation),EYFP_Control_Media,145.0,12,11,0,0.9166666666666666,0.0,5.818181818181818,0.6152336114795866,True,False
EYFP,Group I (Activation),EYFP_Control_Media,150.0,12,11,0,0.9166666666666666,0.0,5.090909090909091,0.7192741979946357,True,False
EYFP,Group I (Activation),EYFP_Control_Media,155.0,12,11,0,0.9166666666666666,0.0,5.0,0.674199862463242,True,False
EYFP,Group I (Activation),EYFP_Control_Media,160.0,12,11,0,0.9166666666666666,0.0,4.7272727272727275,0.6479465338620168,True,False
EYFP,Group I (Activation),EYFP_Control_Media,165.0,12,11,0,0.9166666666666666,0.0,4.454545454545454,0.6517617574158153,True,False
EYFP,Group I (Activation),EYFP_Control_Media,170.0,12,11,0,0.9166666666666666,0.0,4.090909090909091,0.6389557596656573,True,False
EYFP,Group I (Activation),EYFP_Control_Media,175.0,12,11,0,0.9166666666666666,0.0,3.909090909090909,0.6803013430498076,True,False
EYFP,Group I (Activation),EYFP_Control_Media,180.0,12,11,0,0.9166666666666666,0.0,3.909090909090909,0.6803013430498076,True,False
EYFP,Group I (Activation),EYFP_Control_Media,185.0,12,11,0,0.9166666666666666,0.0,3.6363636363636362,0.7660136157433054,True,False
EYFP,Group I (Activation),EYFP_Control_Media,190.0,12,11,0,0.9166666666666666,0.0,3.3636363636363638,0.6911482839544805,True,False
EYFP,Group I (Activation),EYFP_Control_Media,195.0,12,11,0,0.9166666666666666,0.0,3.1818181818181817,0.7956493268014933,True,False
EYFP,Group I (Activation),EYFP_Control_Media,200.0,12,11,0,0.9166666666666666,0.0,3.1818181818181817,0.7724598467726547,True,False
EYFP,Group I (Activation),EYFP_Control_Media,205.0,12,10,0,0.8333333333333334,0.0,3.1,0.706320670013903,True,False
EYFP,Group I (Activation),EYFP_Control_Media,210.0,12,10,0,0.8333333333333334,0.0,3.5,0.749073501808141,True,False
EYFP,Group I (Activation),EYFP_Control_Media,215.0,12,10,0,0.8333333333333334,0.0,3.0,0.5773502691896258,True,False
EYFP,Group I (Activation),EYFP_Control_Media,220.0,12,10,0,0.8333333333333334,0.0,2.6,0.4760952285695233,True,False
EYFP,Group I (Activation),EYFP_Control_Media,225.0,12,10,0,0.8333333333333334,0.0,2.6,0.4760952285695233,True,False
EYFP,Group I (Activation),EYFP_Control_Media,230.0,12,10,0,0.8333333333333334,0.0,2.6,0.4760952285695233,True,False
EYFP,Group I (Activation),EYFP_Control_Media,235.0,12,9,0,0.75,0.0,2.7777777777777777,0.7222222222222222,True,False
EYFP,Group I (Activation),EYFP_Control_Media,240.0,12,9,0,0.75,0.0,2.111111111111111,0.538631095268481,True,False
EYFP,Group I (Activation),EYFP_Control_Media,245.0,12,9,0,0.75,0.0,1.8888888888888888,0.538631095268481,True,False
EYFP,Group I (Activation),EYFP_Control_Media,250.0,12,9,0,0.75,0.0,1.8888888888888888,0.538631095268481,True,False
EYFP,Group I (Activation),EYFP_Control_Media,255.0,12,8,0,0.6666666666666666,0.0,1.875,0.6105471784742413,True,False
EYFP,Group I (Activation),EYFP_Control_Media,260.0,12,8,0,0.6666666666666666,0.0,1.625,0.375,True,False
EYFP,Group I (Activation),EYFP_Control_Media,265.0,12,6,0,0.5,0.0,1.6666666666666667,0.3333333333333333,True,False
EYFP,Group I (Activation),EYFP_Control_Media,270.0,12,6,0,0.5,0.0,1.5,0.3415650255319866,True,False
EYFP,Group I (Activation),EYFP_Control_Media,275.0,12,4,0,0.3333333333333333,0.0,2.25,0.75,False,False
EYFP,Group I (Activation),EYFP_Control_Media,280.0,12,3,0,0.25,0.0,1.6666666666666667,0.6666666666666667,False,False
EYFP,Group I (Activation),EYFP_Control_Media,285.0,12,3,0,0.25,0.0,1.0,0.0,False,False
EYFP,Group I (Activation),EYFP_Control_Media,290.0,12,3,0,0.25,0.0,1.6666666666666667,0.6666666666666667,False,False
EYFP,Group I (Activation),EYFP_Control_Media,295.0,12,3,0,0.25,0.0,1.6666666666666667,0.6666666666666667,False,False
EYFP,Group I (Activation),EYFP_Control_Media,300.0,12,3,0,0.25,0.0,1.0,0.0,False,False
EYFP,Group I (Activation),EYFP_Control_Media,305.0,12,3,0,0.25,0.0,1.0,0.0,False,False
EYFP,Group I (Activation),EYFP_Control_Media,310.0,12,2,0,0.16666666666666666,0.0,1.0,0.0,False,False
EYFP,Group I (Activation),EYFP_Control_Media,315.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
EYFP,Group I (Activation),EYFP_Control_Media,320.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
EYFP,Group I (Activation),EYFP_Control_Media,325.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
EYFP,Group I (Activation),EYFP_Control_Media,330.0,12,1,0,0.08333333333333333,0.0,1.0,0.0,False,False
EYFP,Group II (Expression only),EYFP_Control,10.0,12,10,0,0.8333333333333334,0.0,2.9,0.40688518719112343,True,False
EYFP,Group II (Expression only),EYFP_Control,15.0,12,12,0,1.0,0.0,6.916666666666667,0.5701984414449609,True,False
EYFP,Group II (Expression only),EYFP_Control,20.0,12,12,0,1.0,0.0,9.166666666666666,0.6834996102206037,True,False
EYFP,Group II (Expression only),EYFP_Control,25.0,12,12,0,1.0,0.0,9.666666666666666,0.6435381994422819,True,False
EYFP,Group II (Expression only),EYFP_Control,30.0,12,12,0,1.0,0.0,10.333333333333334,0.7913675671030663,True,False
EYFP,Group II (Expression only),EYFP_Control,35.0,12,12,0,1.0,0.0,11.0,0.9454836825347086,True,False
EYFP,Group II (Expression only),EYFP_Control,40.0,12,12,0,1.0,0.0,10.666666666666666,0.5124707431905382,True,False
EYFP,Group II (Expression only),EYFP_Control,45.0,12,12,0,1.0,0.0,10.833333333333334,0.5050252518939078,True,False
EYFP,Group II (Expression only),EYFP_Control,50.0,12,12,0,1.0,0.0,10.666666666666666,0.6999278462091573,True,False
EYFP,Group II (Expression only),EYFP_Control,55.0,12,12,0,1.0,0.0,11.416666666666666,0.9330491991748389,True,False
EYFP,Group II (Expression only),EYFP_Control,60.0,12,12,0,1.0,0.0,10.916666666666666,0.7925632881080008,True,False
EYFP,Group II (Expression only),EYFP_Control,65.0,12,12,0,1.0,0.0,10.416666666666666,0.8020648856595587,True,False
EYFP,Group II (Expression only),EYFP_Control,70.0,12,12,0,1.0,0.0,10.5,0.7537783614444091,True,False
EYFP,Group II (Expression only),EYFP_Control,75.0,12,12,0,1.0,0.0,10.333333333333334,0.7521014330903549,True,False
EYFP,Group II (Expression only),EYFP_Control,80.0,12,12,0,1.0,0.0,10.083333333333334,0.8389959126325595,True,False
EYFP,Group II (Expression only),EYFP_Control,85.0,12,12,0,1.0,0.0,10.25,0.8886915816371432,True,False
EYFP,Group II (Expression only),EYFP_Control,90.0,12,12,0,1.0,0.0,10.166666666666666,1.1270323953649335,True,False
EYFP,Group II (Expression only),EYFP_Control,95.0,12,12,0,1.0,0.0,10.166666666666666,1.4240006242195884,True,False
EYFP,Group II (Expression only),EYFP_Control,100.0,12,12,0,1.0,0.0,10.0,1.285112894463032,True,False
EYFP,Group II (Expression only),EYFP_Control,105.0,12,12,0,1.0,0.0,10.666666666666666,1.1891767800211261,True,False
EYFP,Group II (Expression only),EYFP_Control,110.0,12,12,0,1.0,0.0,9.583333333333334,1.3226370200734163,True,False
EYFP,Group II (Expression only),EYFP_Control,115.0,12,12,0,1.0,0.0,9.0,1.249242194534775,True,False
EYFP,Group II (Expression only),EYFP_Control,120.0,12,12,0,1.0,0.0,8.416666666666666,1.1707180736969973,True,False
EYFP,Group II (Expression only),EYFP_Control,125.0,12,12,0,1.0,0.0,8.833333333333334,1.217506974240079,True,False
EYFP,Group II (Expression only),EYFP_Control,130.0,12,12,0,1.0,0.0,7.5,1.164500152881315,True,False
EYFP,Group II (Expression only),EYFP_Control,135.0,12,12,0,1.0,0.0,6.916666666666667,1.1245088714724318,True,False
EYFP,Group II (Expression only),EYFP_Control,140.0,12,12,0,1.0,0.0,6.5,1.131504763712036,True,False
EYFP,Group II (Expression only),EYFP_Control,145.0,12,12,0,1.0,0.0,6.666666666666667,1.130388330520878,True,False
EYFP,Group II (Expression only),EYFP_Control,150.0,12,12,0,1.0,0.0,6.75,1.1878488323371996,True,False
EYFP,Group II (Expression only),EYFP_Control,155.0,12,12,0,1.0,0.0,6.416666666666667,1.1577036657874835,True,False
EYFP,Group II (Expression only),EYFP_Control,160.0,12,12,0,1.0,0.0,6.25,1.1423328072082333,True,False
EYFP,Group II (Expression only),EYFP_Control,165.0,12,12,0,1.0,0.0,5.666666666666667,1.1891767800211264,True,False
EYFP,Group II (Expression only),EYFP_Control,170.0,12,12,0,1.0,0.0,6.166666666666667,1.6088454986057046,True,False
EYFP,Group II (Expression only),EYFP_Control,175.0,12,12,0,1.0,0.0,5.833333333333333,1.2722762548624686,True,False
EYFP,Group II (Expression only),EYFP_Control,180.0,12,12,0,1.0,0.0,5.666666666666667,1.1568854041709742,True,False
EYFP,Group II (Expression only),EYFP_Control,185.0,12,12,0,1.0,0.0,5.25,1.0809998177893492,True,False
EYFP,Group II (Expression only),EYFP_Control,190.0,12,12,0,1.0,0.0,5.083333333333333,1.0903039146323497,True,False
EYFP,Group II (Expression only),EYFP_Control,195.0,12,12,0,1.0,0.0,5.333333333333333,1.2752500250000494,True,False
EYFP,Group II (Expression only),EYFP_Control,200.0,12,12,0,1.0,0.0,5.416666666666667,0.9805559132399839,True,False
EYFP,Group II (Expression only),EYFP_Control,205.0,12,11,0,0.9166666666666666,0.0,5.363636363636363,1.1383618794544386,True,False
EYFP,Group II (Expression only),EYFP_Control,210.0,12,11,0,0.9166666666666666,0.0,5.545454545454546,1.3305066455618693,True,False
EYFP,Group II (Expression only),EYFP_Control,215.0,12,11,0,0.9166666666666666,0.0,4.454545454545454,0.9279854658308978,True,False
EYFP,Group II (Expression only),EYFP_Control,220.0,12,11,0,0.9166666666666666,0.0,4.2727272727272725,0.8212065302280883,True,False
EYFP,Group II (Expression only),EYFP_Control,225.0,12,11,0,0.9166666666666666,0.0,4.181818181818182,0.8069942189517143,True,False
EYFP,Group II (Expression only),EYFP_Control,230.0,12,11,0,0.9166666666666666,0.0,4.636363636363637,1.1141464508984384,True,False
EYFP,Group II (Expression only),EYFP_Control,235.0,12,11,0,0.9166666666666666,0.0,3.909090909090909,0.825222234029834,True,False
EYFP,Group II (Expression only),EYFP_Control,240.0,12,10,0,0.8333333333333334,0.0,3.7,0.7461009761866464,True,False
EYFP,Group II (Expression only),EYFP_Control,245.0,12,10,0,0.8333333333333334,0.0,3.8,0.7859884081701064,True,False
EYFP,Group II (Expression only),EYFP_Control,250.0,12,9,0,0.75,0.0,5.333333333333333,1.8708286933869707,True,False
EYFP,Group II (Expression only),EYFP_Control,255.0,12,9,0,0.75,0.0,3.7777777777777777,0.7954345035153529,True,False
EYFP,Group II (Expression only),EYFP_Control,260.0,12,9,0,0.75,0.0,4.444444444444445,1.081551240773988,True,False
EYFP,Group II (Expression only),EYFP_Control,265.0,12,9,0,0.75,0.0,4.222222222222222,0.7777777777777778,True,False
EYFP,Group II (Expression only),EYFP_Control,270.0,12,9,0,0.75,0.0,3.7777777777777777,0.7222222222222222,True,False
EYFP,Group II (Expression only),EYFP_Control,275.0,12,9,0,0.75,0.0,3.6666666666666665,0.8333333333333334,True,False
EYFP,Group II (Expression only),EYFP_Control,280.0,12,9,1,0.75,0.1111111111111111,3.3333333333333335,0.8164965809277259,True,False
EYFP,Group II (Expression only),EYFP_Control,285.0,12,8,1,0.6666666666666666,0.125,3.875,1.0426186126425,True,False
EYFP,Group II (Expression only),EYFP_Control,290.0,12,8,0,0.6666666666666666,0.0,3.625,0.8223984956906752,True,False
EYFP,Group II (Expression only),EYFP_Control,295.0,12,8,0,0.6666666666666666,0.0,3.375,0.7777600621565204,True,False
EYFP,Group II (Expression only),EYFP_Control,300.0,12,7,0,0.5833333333333334,0.0,2.7142857142857144,0.6441785361175564,True,False
EYFP,Group II (Expression only),EYFP_Control,305.0,12,7,0,0.5833333333333334,0.0,2.7142857142857144,0.7781016494461044,True,False
EYFP,Group II (Expression only),EYFP_Control,310.0,12,7,0,0.5833333333333334,0.0,2.857142857142857,0.7996597916069841,True,False
EYFP,Group II (Expression only),EYFP_Control,315.0,12,6,0,0.5,0.0,2.8333333333333335,0.9098229375970788,True,False
EYFP,Group II (Expression only),EYFP_Control,320.0,12,6,0,0.5,0.0,2.8333333333333335,0.9098229375970788,True,False
EYFP,Group II (Expression only),EYFP_Control,325.0,12,5,0,0.4166666666666667,0.0,3.2,1.019803902718557,False,False
EYFP,Group II (Expression only),EYFP_Control,330.0,12,5,0,0.4166666666666667,0.0,3.4,1.1224972160321824,False,False
EYFP,Group II (Expression only),EYFP_Control,335.0,12,5,0,0.4166666666666667,0.0,2.6,0.812403840463596,False,False
EYFP,Group II (Expression only),EYFP_Control,340.0,12,5,0,0.4166666666666667,0.0,2.8,0.9695359714832659,False,False
EYFP,Group II (Expression only),EYFP_Control,345.0,12,4,0,0.3333333333333333,0.0,4.0,1.5811388300841898,False,False
EYFP,Group II (Expression only),EYFP_Control,350.0,12,4,0,0.3333333333333333,0.0,3.25,1.1086778913041726,False,False
EYFP,Group II (Expression only),EYFP_Control,355.0,12,4,0,0.3333333333333333,0.0,3.0,1.224744871391589,False,False
EYFP,Group II (Expression only),EYFP_Control,360.0,12,3,0,0.25,0.0,3.6666666666666665,1.4529663145135578,False,False
EYFP,Group II (Expression only),EYFP_Control,365.0,12,3,0,0.25,0.0,3.6666666666666665,1.4529663145135578,False,False
EYFP,Group II (Expression only),EYFP_Control,370.0,12,3,0,0.25,0.0,3.6666666666666665,1.4529663145135578,False,False
EYFP,Group II (Expression only),EYFP_Control,375.0,12,3,0,0.25,0.0,3.6666666666666665,1.4529663145135578,False,False
EYFP,Group II (Expression only),EYFP_Control,380.0,12,3,0,0.25,0.0,3.6666666666666665,1.4529663145135578,False,False
EYFP,Group II (Expression only),EYFP_Control,385.0,12,3,0,0.25,0.0,3.6666666666666665,1.4529663145135578,False,False
EYFP,Group II (Expression only),EYFP_Control,390.0,12,3,0,0.25,0.0,3.0,1.0,False,False
EYFP,Group II (Expression only),EYFP_Control,395.0,12,3,0,0.25,0.0,3.3333333333333335,1.2018504251546631,False,False
EYFP,Group II (Expression only),EYFP_Control,400.0,12,3,0,0.25,0.0,2.6666666666666665,1.2018504251546631,False,False
EYFP,Group II (Expression only),EYFP_Control,405.0,12,3,0,0.25,0.0,2.6666666666666665,1.2018504251546631,False,False
EYFP,Group II (Expression only),EYFP_Control,410.0,12,3,0,0.25,0.0,2.6666666666666665,1.2018504251546631,False,False
EYFP,Group II (Expression only),EYFP_Control,415.0,12,2,0,0.16666666666666666,0.0,3.0,2.0,False,False
EYFP,Group II (Expression only),EYFP_Control,420.0,12,2,0,0.16666666666666666,0.0,3.0,2.0,False,False
EYFP,Group II (Expression only),EYFP_Control,425.0,12,2,0,0.16666666666666666,0.0,2.0,1.0,False,False
EYFP,Group II (Expression only),EYFP_Control,430.0,12,2,0,0.16666666666666666,0.0,2.0,1.0,False,False
EYFP,Group II (Expression only),EYFP_Control,435.0,12,1,0,0.08333333333333333,0.0,3.0,0.0,False,False
EYFP,Group II (Expression only),EYFP_Control,440.0,12,1,0,0.08333333333333333,0.0,3.0,0.0,False,False
EYFP,Group II (Expression only),EYFP_Control,445.0,12,1,0,0.08333333333333333,0.0,3.0,0.0,False,False
